prop1;prop2;prop3;allprop
2.040741443634033;79.38582611083984;-0.24194581806659698;[2.040741443634033, 79.38582611083984, -0.24194581806659698]
1.9325230121612549;77.31759643554688;-0.24194581806659698;[1.9325230121612549, 77.31759643554688, -0.24194581806659698]
2.2453014850616455;72.60799407958984;-0.24194581806659698;[2.2453014850616455, 72.60799407958984, -0.24194581806659698]
1.3324024677276611;76.5331039428711;-0.24194581806659698;[1.3324024677276611, 76.5331039428711, -0.24194581806659698]
1.2963385581970215;77.66095733642578;-0.24194581806659698;[1.2963385581970215, 77.66095733642578, -0.24194581806659698]
1.7009356021881104;74.7799301147461;-0.24194581806659698;[1.7009356021881104, 74.7799301147461, -0.24194581806659698]
1.6152715682983398;71.08379364013672;-0.24194581806659698;[1.6152715682983398, 71.08379364013672, -0.24194581806659698]
1.3670272827148438;80.15296936035156;-0.24194581806659698;[1.3670272827148438, 80.15296936035156, -0.24194581806659698]
0.9913926720619202;77.16090393066406;-0.24194581806659698;[0.9913926720619202, 77.16090393066406, -0.24194581806659698]
1.0490220785140991;81.97514343261719;-0.24194581806659698;[1.0490220785140991, 81.97514343261719, -0.24194581806659698]
1.7063120603561401;73.59709930419922;-0.24194581806659698;[1.7063120603561401, 73.59709930419922, -0.24194581806659698]
1.0409789085388184;82.6792221069336;-0.24194581806659698;[1.0409789085388184, 82.6792221069336, -0.24194581806659698]
1.118407130241394;85.30680847167969;-0.24194581806659698;[1.118407130241394, 85.30680847167969, -0.24194581806659698]
1.3677393198013306;80.48725891113281;-0.24194581806659698;[1.3677393198013306, 80.48725891113281, -0.24194581806659698]
1.3729538917541504;79.07122802734375;-0.24194581806659698;[1.3729538917541504, 79.07122802734375, -0.24194581806659698]
1.1639492511749268;77.5987548828125;-0.24194581806659698;[1.1639492511749268, 77.5987548828125, -0.24194581806659698]
1.70139741897583;75.14480590820312;-0.24194581806659698;[1.70139741897583, 75.14480590820312, -0.24194581806659698]
1.2228033542633057;79.74353790283203;-0.24194581806659698;[1.2228033542633057, 79.74353790283203, -0.24194581806659698]
1.2173669338226318;76.68144226074219;-0.24194581806659698;[1.2173669338226318, 76.68144226074219, -0.24194581806659698]
1.4998936653137207;70.85477447509766;-0.24194581806659698;[1.4998936653137207, 70.85477447509766, -0.24194581806659698]
0.9109171032905579;82.06150817871094;-0.24194581806659698;[0.9109171032905579, 82.06150817871094, -0.24194581806659698]
1.005584478378296;81.57141876220703;-0.24194581806659698;[1.005584478378296, 81.57141876220703, -0.24194581806659698]
1.1670939922332764;76.80840301513672;-0.24194581806659698;[1.1670939922332764, 76.80840301513672, -0.24194581806659698]
1.0731781721115112;87.09037017822266;-0.24194581806659698;[1.0731781721115112, 87.09037017822266, -0.24194581806659698]
2.778475284576416;70.80843353271484;-0.24194581806659698;[2.778475284576416, 70.80843353271484, -0.24194581806659698]
3.0722496509552;75.795166015625;-0.24194581806659698;[3.0722496509552, 75.795166015625, -0.24194581806659698]
3.1234512329101562;70.90770721435547;-0.24194581806659698;[3.1234512329101562, 70.90770721435547, -0.24194581806659698]
3.1903390884399414;74.39154052734375;-0.24194581806659698;[3.1903390884399414, 74.39154052734375, -0.24194581806659698]
2.232896566390991;81.50650024414062;-0.24194581806659698;[2.232896566390991, 81.50650024414062, -0.24194581806659698]
3.0170137882232666;80.37601470947266;-0.24194581806659698;[3.0170137882232666, 80.37601470947266, -0.24194581806659698]
2.6522014141082764;75.97838592529297;-0.24194581806659698;[2.6522014141082764, 75.97838592529297, -0.24194581806659698]
2.9750008583068848;78.48651123046875;-0.24194581806659698;[2.9750008583068848, 78.48651123046875, -0.24194581806659698]
2.168541193008423;75.92306518554688;-0.24194581806659698;[2.168541193008423, 75.92306518554688, -0.24194581806659698]
1.2417681217193604;78.55021667480469;-0.24194581806659698;[1.2417681217193604, 78.55021667480469, -0.24194581806659698]
1.0490343570709229;81.57823181152344;-0.24194581806659698;[1.0490343570709229, 81.57823181152344, -0.24194581806659698]
